POA_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
POA6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,22,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,5,3,11,19,12,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,20,0,3,4,0,0,0,32,24,59
POA6359,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,79,59,144,10,6,14,5,0,5,0,0,0,3,6,4,11,0,10,16,14,30,123,91,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,20,33,5,8,12,3,0,3,156,113,268
POA6361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,34,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,9,3,8,32,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,3,3,6,0,0,0,38,29,64
POA6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,19,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,18,4,3,3,0,0,0,33,17,52
POA6365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,45,122,3,4,6,8,0,8,0,0,0,0,5,5,3,4,5,34,16,43,118,68,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,27,56,7,19,26,0,0,5,157,114,275
POA6367,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,43,36,77,0,3,3,4,0,4,0,0,0,3,3,6,11,3,10,17,7,20,79,49,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,11,30,4,7,13,4,0,4,97,70,171
POA6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,20,0,0,3,0,0,0,31,14,46
POA6369,0,0,0,3,6,3,0,0,0,0,0,0,0,0,0,94,58,153,4,3,9,3,0,3,0,0,0,0,3,3,4,3,11,21,29,51,142,100,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,49,13,20,35,6,5,9,187,142,328
POA6370,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,61,43,105,4,3,10,3,0,3,0,0,0,0,0,0,4,3,6,25,8,29,95,60,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,34,0,17,20,6,0,10,123,94,221
POA6372,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,10,3,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,15,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,4,3,9,4,0,4,28,20,53
POA6373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,8,16,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,20,0,0,0,0,3,4,36,19,51
POA6375,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,143,100,241,15,11,24,5,0,5,0,0,0,4,0,4,5,4,11,22,16,39,189,137,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31,24,53,20,34,57,10,4,11,255,196,449
POA6383,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,97,83,185,5,3,15,9,0,9,0,0,0,0,0,3,8,0,8,24,19,41,161,102,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,41,17,28,41,0,3,5,196,154,354
POA6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,12,11,18
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,4,8
POA6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,15,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,17,3,0,6,3,0,3,28,18,44
POA6390,0,0,0,13,8,22,0,0,0,0,0,0,0,0,0,316,195,509,19,12,37,13,0,19,0,0,3,0,0,0,10,0,9,22,26,40,397,242,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,0,0,0,0,0,0,4,6,11,3,4,5,10,9,18,0,0,0,0,0,0,0,0,0,0,0,0,11,24,37,59,61,122,8,8,16,493,341,839
POA6391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,123,290,7,14,24,12,0,12,0,0,0,3,0,3,11,0,11,30,12,49,230,151,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,38,87,21,31,56,7,4,9,296,228,528
POA6392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,63,132,6,9,13,0,0,0,0,0,0,0,0,0,3,0,6,10,5,17,89,80,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,50,14,8,17,4,0,3,133,106,240
POA6393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,24,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,18,0,4,4,3,0,3,35,27,63
POA6394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,37,94,5,4,8,3,0,3,0,0,0,0,0,0,10,3,14,8,7,15,82,54,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,53,44,94,6,5,14,0,3,3,136,103,246
POA6395,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,246,188,435,11,12,19,15,0,15,6,0,6,0,0,3,13,4,15,34,32,63,323,242,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,70,53,126,37,37,76,7,8,17,434,351,782
POA6396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,43,102,0,4,8,0,0,0,0,0,0,0,0,0,5,0,5,19,12,32,84,61,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,16,33,9,10,12,0,0,0,103,89,190
POA6397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,17,0,3,3,0,0,0,16,18,34
POA6398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,43,87,3,3,9,0,0,0,0,0,3,7,0,7,3,3,5,12,14,25,78,60,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,13,23,21,15,35,4,4,8,107,98,206
POA6401,0,0,6,28,9,36,0,0,0,0,0,0,0,0,0,1058,980,2033,86,72,157,49,3,49,3,3,9,15,7,17,19,8,28,81,71,152,1340,1146,2483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,3,19,13,8,23,0,0,0,0,0,0,0,0,5,3,0,7,78,100,177,148,181,325,21,25,42,1603,1451,3050
POA6403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,48,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,32,24,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,4,3,11,0,0,0,45,39,80
POA6405,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,50,32,80,3,3,7,6,0,6,0,0,0,0,0,0,3,0,3,3,3,9,66,38,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,20,9,16,31,3,0,3,87,64,154
POA6407,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,180,107,291,4,8,14,10,0,10,0,0,0,0,0,0,3,0,4,43,26,64,239,138,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,14,27,24,23,46,0,0,3,283,186,471
POA6409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,43,99,10,3,12,3,0,3,0,0,0,0,0,0,7,0,7,9,7,14,83,57,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,23,5,10,9,0,0,0,101,73,169
POA6410,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,118,96,213,3,7,10,8,0,8,0,0,0,4,0,9,7,0,7,17,31,46,168,132,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,18,35,16,18,39,9,3,8,213,179,393
POA6411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,24,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,4,4,8,23,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,19,0,3,3,0,0,0,30,31,61
POA6412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,13,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,17,16,28
POA6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,15,10,27
POA6414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,21,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,14,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,3,0,0,0,24,12,35
POA6415,0,0,3,26,0,26,0,0,0,0,0,0,0,0,0,475,376,848,31,34,64,26,0,26,7,0,7,10,3,13,11,4,10,45,44,84,632,458,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31,30,64,63,98,162,9,5,15,738,592,1330
POA6418,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,84,70,154,9,5,13,5,0,5,0,0,0,4,0,4,3,3,4,27,21,45,132,94,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,14,21,33,12,10,24,0,3,3,162,133,296
POA6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,9,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,18,17,30
POA6420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,13,4,16,24,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,10,0,3,3,0,0,0,33,27,57
POA6421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,38,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,3,25,26,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,3,0,5,0,0,0,31,33,63
POA6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,13,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,31
POA6423,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,31,19,51,17,3,21,7,0,4,0,0,0,3,0,3,0,0,3,9,6,17,69,35,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,11,5,0,9,3,0,3,86,44,133
POA6424,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,7,22,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,24,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,12,0,0,0,0,0,0,29,15,44
POA6425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,20,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,14,0,14,24,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,0,3,3,0,0,0,26,21,45
POA6426,0,0,0,16,0,19,0,0,0,0,0,0,0,0,0,131,80,216,9,11,23,10,0,10,0,0,0,3,0,8,9,0,11,16,12,29,199,105,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,18,33,29,16,42,10,0,9,253,140,395
POA6427,0,0,0,26,0,22,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,8,3,9,42,8,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,4,55,7,59
POA6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,0,0,0,0,0,17,12,34
POA6429,0,0,0,10,3,8,0,0,0,0,0,0,0,0,0,125,90,218,7,8,17,3,0,3,0,0,0,0,0,0,5,7,5,14,24,36,172,128,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,4,3,4,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,16,12,35,0,0,4,195,154,348
POA6430,0,0,0,314,70,389,4,0,4,0,0,0,25,33,64,4500,3610,8107,468,407,881,74,5,86,68,14,82,71,20,87,51,21,74,185,219,397,5761,4395,10159,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,38,8,45,8,0,7,6,0,6,49,11,60,62,29,92,114,45,151,0,0,0,0,0,3,0,4,0,3,0,6,60,141,197,443,462,908,78,50,133,6458,5093,11554
POA6431,0,0,0,45,4,54,0,0,0,0,0,0,0,0,0,38,19,50,27,13,36,9,0,12,0,0,0,0,0,5,21,6,26,54,53,106,195,98,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,13,9,23,10,5,13,227,109,338
POA6432,0,0,0,100,24,119,0,0,0,0,0,0,10,6,17,1237,984,2217,159,92,259,35,4,37,34,6,36,20,7,28,25,3,29,46,39,83,1663,1166,2827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,14,3,0,3,0,0,0,18,0,18,14,8,23,33,6,38,0,0,0,0,0,0,0,0,0,0,0,0,13,34,54,136,129,269,26,14,34,1868,1349,3219
POA6434,0,0,0,24,0,24,0,0,0,0,0,0,0,0,0,23,0,25,6,0,12,0,0,0,0,0,0,0,0,0,8,0,4,0,3,11,70,7,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,16,0,0,0,11,5,8,84,15,103
POA6436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,13,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,16,35
POA6437,0,0,0,59,12,71,0,0,0,0,0,0,0,0,0,62,37,94,25,10,33,0,0,0,0,0,0,3,0,3,10,0,10,5,11,21,166,69,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,27,3,0,3,193,78,274
POA6438,0,0,0,56,3,59,0,0,0,0,0,0,0,0,0,93,53,151,17,8,24,3,0,3,0,0,0,0,0,0,19,8,28,34,34,74,226,111,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,19,9,21,19,6,21,267,125,394
